48.117233008160746,11.382950238335614,264,SPEED_LIMIT,100
48.11721701895226,11.382721007985786,264,SPEED_LIMIT,100
48.117175569147165,11.375475338511981,270,SPEED_LIMIT,100
48.116804304346175,11.370358167517434,252,SPEED_LIMIT,80
48.11674241270883,11.370062199441605,252,SPEED_LIMIT,80
48.11722786832393,11.382755783942557,266,SPEED_LIMIT,100
48.11722460189596,11.382664168811129,266,SPEED_LIMIT,100
48.11717953859877,11.375490500475413,269,SPEED_LIMIT,100
48.11717928450347,11.375407498659401,269,SPEED_LIMIT,100
48.116763525590436,11.370132384395887,251,SPEED_LIMIT,80
48.116738119878654,11.370015848099463,251,SPEED_LIMIT,80
48.11838043417813,11.387003351714007,294,SPEED_LIMIT,60
48.11841284366643,11.38689829129842,294,SPEED_LIMIT,60
48.11858982044971,11.385756005677859,272,SPEED_LIMIT,60
48.118597960136874,11.385460263710847,272,SPEED_LIMIT,60
48.118622728254294,11.384560355444439,272,HIGHWAY_END,
48.11869052647652,11.381234484013337,279,SPEED_LIMIT,50
48.118702653296644,11.381121135006536,279,SPEED_LIMIT,50
48.11929663799807,11.378509574515428,299,CITY_END,
48.119583390327904,11.377918782976256,322,SPEED_LIMIT,40
48.119662669516416,11.377763621053646,291,SPEED_LIMIT,40
48.11658438175337,11.370027171050676,74,SPEED_LIMIT,80
48.11700163714027,11.380403464997494,90,PASSING_RESTRICTION,
48.11699939493434,11.380760038775056,90,SPEED_LIMIT,100
48.117207927927524,11.384923959656552,82,SPEED_LIMIT,100
48.116529220890385,11.369943994730235,73,SPEED_LIMIT,80
48.11700183575629,11.380520196507355,88,SPEED_LIMIT,100
48.1170039510362,11.380625778499978,88,SPEED_LIMIT,100
48.11718146868832,11.38453609842712,84,SPEED_LIMIT,100
48.11719359482239,11.384729836562425,84,SPEED_LIMIT,100
48.117200440952026,11.382755362251059,264,SPEED_LIMIT,100
48.11719439118331,11.382655192211944,264,SPEED_LIMIT,100
48.11714856217084,11.375657498457423,270,SPEED_LIMIT,100
48.11714903524993,11.375502405626033,270,SPEED_LIMIT,100
48.11677222181835,11.370255102682826,253,SPEED_LIMIT,80
48.116749300280794,11.370141793338364,253,SPEED_LIMIT,80
48.117228891942034,11.382764862510111,264,SPEED_LIMIT,100
48.11722127756459,11.38264658119755,264,SPEED_LIMIT,100
48.11717899915301,11.375531570789994,270,SPEED_LIMIT,100
48.117179616499875,11.375412201464169,270,SPEED_LIMIT,100
48.11677987772834,11.370196731113543,252,SPEED_LIMIT,80
48.11671916024937,11.36989984152812,252,SPEED_LIMIT,80
48.11720831625732,11.382767312732355,265,SPEED_LIMIT,100
48.11719810501375,11.382570770503614,265,SPEED_LIMIT,100
48.117150938066935,11.37565457430141,270,SPEED_LIMIT,100
48.11715224244183,11.375258924785818,270,SPEED_LIMIT,100
48.116741025932406,11.370270667705336,252,SPEED_LIMIT,80
48.116662828725275,11.369893168512638,252,SPEED_LIMIT,80
48.11659467606443,11.370055377364515,73,SPEED_LIMIT,80
48.117011820437405,11.38058750263572,89,SPEED_LIMIT,100
48.117012442590315,11.380665472549463,89,SPEED_LIMIT,100
48.117173715520984,11.384514360676324,85,SPEED_LIMIT,100
48.11719382551909,11.384758068162123,81,SPEED_LIMIT,100
48.1198456456311,11.377200540487445,129,SPEED_LIMIT,40
48.119258662669225,11.378470535535337,119,SPEED_LIMIT,60
48.11868234728514,11.38098331064728,101,SPEED_LIMIT,60
48.11867540665629,11.381055170068434,93,SPEED_LIMIT,60
48.117815310762246,11.383595821691703,167,SPEED_LIMIT,60
48.11709371344584,11.384422868684815,83,SPEED_LIMIT,100
48.11711371268913,11.384689099397656,83,SPEED_LIMIT,100
48.118415258512876,11.38697130883287,290,SPEED_LIMIT,60
48.11858524053662,11.385898585480907,275,SPEED_LIMIT,60
48.11859595606662,11.38574183708717,275,SPEED_LIMIT,60
48.11860940571381,11.385545093613588,275,SPEED_LIMIT,60
48.118646142358784,11.384554620245703,271,HIGHWAY_END,
48.1187291181853,11.381223875211205,272,SPEED_LIMIT,50
48.11873514074295,11.3810490582676,272,SPEED_LIMIT,50
48.11933265860954,11.378468242439219,299,CITY_END,
48.11960419313239,11.377903655176368,322,SPEED_LIMIT,40
48.1196939791139,11.377732923582913,291,SPEED_LIMIT,40
